[zipcode=]대전 대덕구 갈전동  17457 ]
[zipcode=]대전 중구 중촌동 1∼87 18365 ]
[zipcode=]대전 중구 중촌동 88∼201 18366 ]
[zipcode=]대전 중구 중촌동 202∼388 18367 ]
[zipcode=]대전 중구 중촌동 389∼700 18368 ]
[zipcode=]대전 중구 중촌동  18369 ]
[zipcode=]대전 중구 침산동  18370 ]
[zipcode=]대전 중구 태평1동 쌍용예가아파트 (101∼111동) 18371 ]
[zipcode=]대전 중구 태평1동 유등마을아파트  18372 ]
[zipcode=]대전 중구 태평1동 태평아파트 (101∼109동) 18373 ]
[zipcode=]대전 중구 태평1동 푸른뫼아파트  18374 ]
[zipcode=]대전 중구 태평1동 253∼347 18375 ]
[zipcode=]대전 중구 태평1동 375∼376 18376 ]
[zipcode=]대전 중구 태평1동  18377 ]
[zipcode=]대전 중구 태평2동 동양아파트  18378 ]
[zipcode=]대전 중구 태평2동 버드내마을아파트 (101∼120동) 18379 ]
[zipcode=]대전 중구 태평2동 버드내마을아파트 (121∼123동) 18380 ]
[zipcode=]대전 중구 태평2동 버드내마을아파트 (125∼135동) 18381 ]
[zipcode=]대전 중구 태평2동 버드내마을아파트 (136∼139동) 18382 ]
[zipcode=]대전 중구 태평2동 삼부아파트1단지 (1∼6동) 18383 ]
[zipcode=]대전 중구 태평2동 삼부아파트2단지 (21∼27동) 18384 ]
[zipcode=]대전 중구 태평2동 삼부아파트3단지 (31∼38동) 18385 ]
[zipcode=]대전 중구 태평2동 삼부아파트4단지 (401∼412동) 18386 ]
[zipcode=]대전 중구 태평2동 삼부아파트5단지 (51∼53동) 18387 ]
[zipcode=]대전 중구 태평2동 삼부프라자  18388 ]
[zipcode=]대전 중구 태평2동 새롬아파트 (101∼103동) 18389 ]
[zipcode=]대전 중구 태평2동 파라곤아파트  18390 ]
[zipcode=]대전 중구 태평2동 348∼374 18391 ]
[zipcode=]대전 중구 태평2동 377∼700 18392 ]
[zipcode=]대전 중구 태평2동  18393 ]
[zipcode=]대전 중구 태평동  18394 ]
[zipcode=]대전 중구 호동  18395 ]
[zipcode=]대전 중구 서대전우체국사서함  18396 ]
